548662191340421120,Sat Dec 27 021034 +0000 2014|Risks in Using Social Media to Spot Signs of Mental Distress http//nytims/1rqi9I1
546389588973854720,Sat Dec 20 194004 +0000 2014|Dispatch Ebola Should Be Easy to Treat http//nytims/1xyIZQn
546141844288331777,Sat Dec 20 031537 +0000 2014|Pain Clinic Doctor Is Sentenced In Overdose Deaths of 2 Patients  http//nytims/1v9WeB3
546141843432685568,Sat Dec 20 031536 +0000 2014|Hepatitis C Treatment Wins Approval but Price Relief May Be Limited http//nytims/1ww5GTT
546021777076666369,Fri Dec 19 191830 +0000 2014|Well For Hanukkah Cooking With Oil http//nytims/1zdlfC2
545990925915545600,Fri Dec 19 171555 +0000 2014|The New Old Age Blog Dementia but Prettier http//nytims/1zcVIJ6
545805323463065600,Fri Dec 19 045824 +0000 2014|Lee W Wattenberg Who Saw Cancer Fighters in Foods Dies at 92 http//nytims/13FV3mD
545796300055531520,Fri Dec 19 042232 +0000 2014|Liberia Will Proceed With Senate Vote Delayed by Ebola  http//nytims/1v6aOJQ
545749330033143808,Fri Dec 19 011554 +0000 2014|World Briefing Obesity May Be a Disability Court Says http//nytims/13iF90F
545654369715503104,Thu Dec 18 185834 +0000 2014|Well Weight Gain During Pregnancy Is Especially Good for Boys http//nytims/1AwfGLZ
545654368801148928,Thu Dec 18 185833 +0000 2014|Well Ask Well Wild Fish vs Farmed Fish http//nytims/1C3N6Wp
545621096255729665,Thu Dec 18 164621 +0000 2014|Medical Paradox Can Cuba Escape Poverty but Stay Healthy http//nytims/1r34s1u
545443639825293313,Thu Dec 18 050112 +0000 2014|World Briefing Agencies Warn of Hunger in Ebola Zone http//nytims/1GSGc4f
545413335353933824,Thu Dec 18 030047 +0000 2014|Citing Health Risks Cuomo to Ban Fracking in New York State http//nytims/13dIvlp
545407394747265024,Thu Dec 18 023710 +0000 2014|For That DoortoTreadmill Service http//nytims/13dDyJe
545308477292560384,Wed Dec 17 200406 +0000 2014|Well Belly Fat Tied to Sudden Cardiac Death http//nytims/1AIfysB
545288768371310592,Wed Dec 17 184548 +0000 2014|The New Old Age Blog Questionable Remedies for Eye Disease http//nytims/1zwwjrx
545255659881914368,Wed Dec 17 163414 +0000 2014|Go for a run hop on a bike or jump in that pool  and change your DNA http//nytims/1yYzbdP
545253503963516928,Wed Dec 17 162540 +0000 2014|Massachusetts Pharmacy Owners Arrested in Meningitis Deaths http//nytims/1zw5d3G
545235402156937217,Wed Dec 17 151344 +0000 2014|For First Time Treatment Helps Patients With Worst Kind of Stroke Study Says http//nytims/1zvSJsN
545086317659717632,Wed Dec 17 052120 +0000 2014|Well How Exercise Changes Our DNA http//nytims/1wXOPey
545074589374881792,Wed Dec 17 043443 +0000 2014|National Briefing , New England Massachusetts SexChange Surgery Denied to Inmate http//nytims/13aAYn0
545070455196250113,Wed Dec 17 041818 +0000 2014|Federal Health Exchange Sees Enrollment Flurry http//nytims/1zpVLju
545070454038614016,Wed Dec 17 041817 +0000 2014|Vivek Murthy the New Surgeon General Isn’t Afraid to Take a Stand http//nytims/13aB129
545066190205624320,Wed Dec 17 040121 +0000 2014|UN Secretary General to Visit EbolaPlagued Nations http//nytims/1zpVLjs
545066189291261953,Wed Dec 17 040121 +0000 2014|FDA Approves System That May Make Blood Transfusions Safer http//nytims/13aB0LT
544963579364270080,Tue Dec 16 211336 +0000 2014|Well Questioning the Idea of Good Carbs Bad Carbs http//nytims/135G5VU
544893542360182784,Tue Dec 16 163518 +0000 2014|RT sangerkatz Ecig study fascinating Per stavernise teen ecig use is up while traditional smoking is way down http//tco/vkyI2Avb…
544880537740251136,Tue Dec 16 154338 +0000 2014|ECigarettes on Rise Among Teenagers Study Finds http//nytims/1szZo5Q
544723459369340928,Tue Dec 16 051927 +0000 2014|Fewer Ebola Cases Go Unreported Than Thought Study Finds  http//nytims/1wbY20X
544712816138387456,Tue Dec 16 043710 +0000 2014|Death in Bronx Shows Vulnerability of State’s Nursing Home Residents  http//nytims/13sy0eF
544709026605711360,Tue Dec 16 042206 +0000 2014|With Hospitals Under Stress Tennessee’s Governor Pursues Medicaid Expansion http//nytims/12ZZesm
544694650234474497,Tue Dec 16 032459 +0000 2014|The Mumps a Scourge of Dormitories Spreads Through the NHL http//nytims/13soZSR
544694649185902592,Tue Dec 16 032458 +0000 2014|Paying Till It Hurts The Odd Math of Medical Tests One Scan Two Prices Both High http//nytims/1GK1q4b
544668958054690816,Tue Dec 16 014253 +0000 2014|Reactions Darwin in Space Dying Well Eating the Cure http//nytims/1Af3UFJ
544665124414701568,Tue Dec 16 012739 +0000 2014|Senate Ending Long Fight Confirms Obama Pick for Surgeon General http//nytims/1Af82po
544665123462594560,Tue Dec 16 012739 +0000 2014|Memo From Paris A Plan to Limit Cars in Paris Collides With French Politics  http//nytims/1yWbZlx
544660677626195968,Tue Dec 16 010959 +0000 2014|Well Aspirin Risks Outweigh Benefits for Younger Women http//nytims/1yW7QxS
544660676716032000,Tue Dec 16 010959 +0000 2014|National Briefing , West California Court Upholds Condom Rule for Actors http//nytims/1Af3UFH
544656861057007616,Tue Dec 16 005449 +0000 2014|Well Poor Sleep Tied to Brain Changes of Dementia http//nytims/1Af3SxC
544656860054581248,Tue Dec 16 005449 +0000 2014|The Echoes of Hearts Long Silenced http//nytims/1yW7NCm
544651074263875584,Tue Dec 16 003149 +0000 2014|Well Ask Well Why Do My Knees Make Noise When I Squat http//nytims/1AeZONX
544641994208063488,Mon Dec 15 235545 +0000 2014|OpEd Contributor BoardCertification Has Gone Too Far http//nytims/1yVWbiP
544637239834460160,Mon Dec 15 233651 +0000 2014|Well The Myth of Comfort Food http//nytims/1zpnVde
544625368192532481,Mon Dec 15 224941 +0000 2014|Well A Shortage of Juggling Doctors http//nytims/1zpdNkA
544621548611842048,Mon Dec 15 223430 +0000 2014|QampA  Ironclad Results http//nytims/1zp93f5
544621547450007553,Mon Dec 15 223430 +0000 2014|Well Infusionarium Aims to Take Trauma Out of Chemotherapy for Young http//nytims/1zp9QMP
544617753634942976,Mon Dec 15 221925 +0000 2014|Global Health Gun Proliferation Fuels Homicide Rates in the Americas http//nytims/1yVBhQK
544617752502480896,Mon Dec 15 221925 +0000 2014|Findings A Meditation on the Art of Not Trying  http//nytims/1zp93f1
544603570843451392,Mon Dec 15 212304 +0000 2014|RT KJDellAntonia Join NYTMotherlode and BethBDaley tomorrow 2p 4 live chat re the impact of Oversold prenatal tests http//tco/0LsXh…
544515664275599360,Mon Dec 15 153345 +0000 2014|Well Moving Away From Nursing Homes http//nytims/1ITA7Z6
544511163334406144,Mon Dec 15 151552 +0000 2014|The New Health Care Forbidden Topic in Health Policy Debate Cost Effectiveness http//nytims/136pRLR
543976690465390592,Sun Dec 14 035204 +0000 2014|An Ebola Orphan’s Plea in Africa ‘Do You Want Me’ http//nytims/1yOAMI9
543603667656769536,Sat Dec 13 030948 +0000 2014|OpEd Contributor Making a Pig’s Ear of Food Safety http//nytims/1zhBhs0
543434018021470208,Fri Dec 12 155541 +0000 2014|Well Weight Gain Carries Risks No Matter Your Weight http//nytims/1zHKkDH
543416498044542977,Fri Dec 12 144603 +0000 2014|The New Old Age Blog US Health Care Lags Worldwide for Those Over 65 http//nytims/1wn60mf
543416496249384960,Fri Dec 12 144603 +0000 2014|Well Pâté from the Sea http//nytims/1DmTjy0
543253588219142144,Fri Dec 12 035843 +0000 2014|Strange Climate Event Warmth Toward US for Its More Assertive Role  http//nytims/1GiLCqV
543249745162932224,Fri Dec 12 034326 +0000 2014|Judge Says Actavis Must Continue to Sell Namenda a Drug for Alzheimer’s Disease http//nytims/1shJpcB
543249742851883008,Fri Dec 12 034326 +0000 2014|World Briefing Mali No Ebola Cases Ministry Says http//nytims/1GiLAiz
543170222006759424,Thu Dec 11 222727 +0000 2014|RT bencareynyt The psychological theory of torture and its recent history http//bitly/1Bj4hzW
543168345777131520,Thu Dec 11 221959 +0000 2014|RT bencareynyt The psychological theory of torture and its recent history http//nytims/1uqctsD
543164021030285312,Thu Dec 11 220248 +0000 2014|Researcher who conducted studies CIA psychologists cited said he was “grieved and horrified” by twisting of his work http//nytims/16c5FdP
543156024081776640,Thu Dec 11 213102 +0000 2014|Double plastic problems http//nytims/138gtZj and  http//nytims/138gv3m
543151347701665793,Thu Dec 11 211227 +0000 2014|RT cslnyt Worried about sexual assault Read this http//nytims/1urBDI5 susandominus
543123596290576384,Thu Dec 11 192210 +0000 2014|Gay Advocates Can Shift SameSex Marriage Views http//nytims/1Di2mk1
543109041875333120,Thu Dec 11 182420 +0000 2014|RT paulaspan Do seniors in assisted living have fewer unmet needs than those living in own homes Sort of http//newoldageblogsnytimescom/2014/12/09/unmetneedsforelderlycontinuetopileup/
543073675260747776,Thu Dec 11 160348 +0000 2014|Well The Punishing Cost of Cancer Care http//nytims/1zUiHp4
542906939949473792,Thu Dec 11 050115 +0000 2014|Insurers in New York Must Cover Gender Reassignment Surgery Cuomo Says http//nytims/1skxKUG
542903021878132736,Thu Dec 11 044541 +0000 2014|In New Mexico Deliverer of a Town’s Children Faces Salacious Accusations http//nytims/1skxN2L
542903020779212801,Thu Dec 11 044541 +0000 2014|Business Briefing FDA Approves New Version of Cervical Cancer Vaccine  http//nytims/1qyieJt
542898569007882240,Thu Dec 11 042800 +0000 2014|Health Goth When Darkness and Gym Rats Meet http//nytims/1skxN2J
542898567791521792,Thu Dec 11 042759 +0000 2014|Philadelphia Transit Agency Sues Gilead Over Cost of Sovaldi http//nytims/1qyieJr
542852424952991744,Thu Dec 11 012438 +0000 2014|Well Exercising a Fat Dog (and Yourself) http//nytims/12OyHOo
542838317617016833,Thu Dec 11 002835 +0000 2014|OpEd Contributor Don’t Homogenize Health Care http//nytims/1ICws1J
542761042125021184,Wed Dec 10 192131 +0000 2014|RT bstrauch Depression that melts away This new/old drug helps some and drug companies have big plansBut can it work http//tco/fqig5…
542720910172897280,Wed Dec 10 164202 +0000 2014|Biscuits as the psychologists that assist w/ interrogations are known have long raised red flags for their peers  http//nytims/1yA3k38
542718642564395010,Wed Dec 10 163302 +0000 2014|Worth revisiting this bencareynyt piece on psychologists’ central role in CIA interrogations http//nytims/1yA2Qda
542714488756396033,Wed Dec 10 161631 +0000 2014|For Many With Breast Cancer Shorter Radiation Treatment Is Just as Effective Study Finds http//nytims/1IAAd7K
542668384161529858,Wed Dec 10 131319 +0000 2014|Well Got a Minute Let’s Work Out http//nytims/1ul7gmH
542551171916124160,Wed Dec 10 052734 +0000 2014|National Briefing , Health Nearly 2000 Travelers Screened for Ebola http//nytims/1GhJoWQ
542551170993364993,Wed Dec 10 052733 +0000 2014|Special K a Hallucinogen Raises Hopes and Concerns as a Treatment for Depression http//nytims/1GhJqOs
542453124116410368,Tue Dec 09 225757 +0000 2014|Overdoses involving prescription drugs are a leading cause of accidental death in the United States http//nytims/1uj8yPe
542452019126996993,Tue Dec 09 225334 +0000 2014|RT UpshotNYT Obamacare is not onesizefitsall and heres why http//nytims/1yx9s0S http//twittercom/UpshotNYT/status/542432794136178688/photo/1
542450554257956864,Tue Dec 09 224745 +0000 2014|Running may reverse aging in certain ways while walking does not http//nytims/1uj747E
542437915251326978,Tue Dec 09 215731 +0000 2014|The New Old Age Blog Unmet Needs Continue to Pile Up http//nytims/1wdpCcw
542409425919569922,Tue Dec 09 200419 +0000 2014|RT deborahblum A chilling story When a Rapist’s Weapon Is a Drug http//nytims/1zl4hzS
542409033064263680,Tue Dec 09 200245 +0000 2014|RT cslnyt Stroke in pregnancy is rare deadly and increasing http//owly/FzJBi acognews Preeclampsia MySMFM
542273212365561856,Tue Dec 09 110303 +0000 2014|The research behind roofies and rapists who feel drawn to drug http//nytims/1uccbpS
542270708437372930,Tue Dec 09 105306 +0000 2014|A step toward reducing deaths from lung cancer http//nytims/1uc9mFv
542190616013443073,Tue Dec 09 053450 +0000 2014|Propensity for Pessimism The Battle Over Douglas Elmendorf — and the Inability to See Good News http//nytims/1wu5Ooz
542182740389801986,Tue Dec 09 050333 +0000 2014|Patients Prescribed Narcotic Painkillers Use More of Them for Longer Study Finds http//nytims/1vyzJVx
542174619336474624,Tue Dec 09 043117 +0000 2014|Vote on Vivek Murthy Surgeon General Nominee May Be Near http//nytims/1z14Lds
542174618401112064,Tue Dec 09 043116 +0000 2014|GOP Extracts Price for Averting Shutdown http//nytims/1IsRKyH
542150701074235392,Tue Dec 09 025614 +0000 2014|After years of research there is genuine hope for reducing the toll of lung cancer  http//nytims/1uc9mFv
542137553256984576,Tue Dec 09 020359 +0000 2014|World Briefing , Health Malaria Scourge Has Declined Globally but Ebola May Affect Toll WHO Says http//nytims/1zloRjH
542133105050812416,Tue Dec 09 014619 +0000 2014|Half of Doctors Listed as Serving Medicaid Patients Are Unavailable Investigation Finds http//nytims/1A9tJ9X
542098881605939200,Mon Dec 08 233019 +0000 2014|Why would someone who has seemingly easy access to consensual sex resort to drugging The research http//nytims/1uccbpS
542093690530181122,Mon Dec 08 230942 +0000 2014|The New Health Care Health Care Law Is Not OneSizeFitsAll and Here’s Why http//nytims/1z0veaZ
542091515573833728,Mon Dec 08 230103 +0000 2014|The Mediterranean Diet Is Good for Your DNA http//nytims/1ucbH39
542089323924176898,Mon Dec 08 225221 +0000 2014|Rate of Stroke Rising in Pregnant Women Report Finds http//nytims/1yu7a2y
542089322405830656,Mon Dec 08 225220 +0000 2014|When a Rapist’s Weapon is a Drug http//nytims/1z0vbfo
542089274364289024,Mon Dec 08 225209 +0000 2014|Despite treatment advances for many cancers lung cancer has remained a stubborn killer http//nytims/1uc9mFv
542089231771111424,Mon Dec 08 225159 +0000 2014|RT randyNYT How NYT covers Ebola http//nytims/1z914DC Editor Greg Winter quoted also supervises Mexico has handled a lot of Ayotzinap…
542075769259053056,Mon Dec 08 215829 +0000 2014|Well BPA in Cans and Plastic Bottles Linked to Quick Rise in Blood Pressure http//nytims/1z0pZbr
542032004926423040,Mon Dec 08 190435 +0000 2014|Well For Lung Cancer Screening a Small Dose of Hope http//nytims/12iUptL
542009216853360640,Mon Dec 08 173401 +0000 2014|Well Antibiotics May Not Raise Asthma Risk http//nytims/12iAE5F
541998539011014656,Mon Dec 08 165136 +0000 2014|An Ebola Doctor’s Return From the Edge of Death  http//nytims/12XYfcV
541802217234505728,Mon Dec 08 035129 +0000 2014|Paid to Promote Eye Drug and Prescribing It Widely http//nytims/1A7gG93
541798012704796672,Mon Dec 08 033447 +0000 2014|Dallas Physician in Nation’s First Ebola Case Acknowledges Errors in Treatment http//nytims/1zfNkXK
541798011849150465,Mon Dec 08 033446 +0000 2014|Liberian President’s Ban on Rallies Is Seen as Political http//nytims/1A7gG8Z
541753218204983296,Mon Dec 08 003647 +0000 2014|An Ebola Doctor’s Return From the Edge of Death  http//nytims/1AO9q2C
541403100079484929,Sun Dec 07 012532 +0000 2014|As Ebola Rages Poor Planning Thwarts Efforts  http//nytims/1yqReJm
541399273313947648,Sun Dec 07 011020 +0000 2014|Vegetable Spawns Larceny and Luxury in Peru http//nytims/1yqA5og
541399271715913729,Sun Dec 07 011019 +0000 2014|Cancer Drugs That Free Brake on Immune System Show Promise for Hodgkin’s http//nytims/1yqRet4
541066328891981824,Sat Dec 06 030719 +0000 2014|World Briefing Pakistan Children May Have Been Infected with HIV http//nytims/1FW13mC
540993049602850817,Fri Dec 05 221608 +0000 2014|Well Think Like a Doctor A Hideous Sore Solved http//nytims/1FUPZq3
540970518607044609,Fri Dec 05 204637 +0000 2014|The New Health Care The HealthCost Slowdown Isn’t Just About the Economy http//nytims/1vx33AK
540964378007597056,Fri Dec 05 202213 +0000 2014|Well Wild About Mushrooms http//nytims/1vwZj21
540952307429818368,Fri Dec 05 193415 +0000 2014|Well The Yogurt Must Be Greek http//nytims/126zie7
540939540631126016,Fri Dec 05 184331 +0000 2014|Well The Yogurt Must Be Greek http//nytims/126ofSg
540911538560053249,Fri Dec 05 165215 +0000 2014|What common spice can cause hallucinations Take our quiz http//nytims/1tZx5aT
540908018834341888,Fri Dec 05 163815 +0000 2014|Clues emerge as to why the Mediterranean diet is good for you http//nytims/1wzfLAg
540907877679243265,Fri Dec 05 163742 +0000 2014|Take this quiz to see whether you have a a Mediterranean diet  http//nytims/1wzfLAg
540722955110858752,Fri Dec 05 042253 +0000 2014|A young doctor goes to the world cup then develops a terrible rash Then her boyfried gets it Whats causing it http//nytims/1pYH9p4
540706896714674176,Fri Dec 05 031904 +0000 2014|Liberia Bans Election Rallies to Fight Ebola  http//nytims/1zXG2Ge
540621694936035328,Thu Dec 04 214030 +0000 2014|Well After a Cancer Diagnosis Learning to Let Go http//nytims/1tUlZ77
540598226580430848,Thu Dec 04 200715 +0000 2014|RT paulaspan New York Citys first geriatric cardiology clinic opens because in medicine age is not just a number  http//tco/55ZoJpJ…
540585959788937217,Thu Dec 04 191831 +0000 2014|The general fertility rate in the United States dropped to a record low last year http//nytims/1wzpyGG
540585928654618624,Thu Dec 04 191823 +0000 2014|CDC Warns That Flu Season May Be More Deadly Than Usual http//nytims/1CJyTPB
540580237424476160,Thu Dec 04 185546 +0000 2014|The New Old Age Blog A Focus on the Heart for Older Patients http//nytims/1FU4k83
540578857427152896,Thu Dec 04 185017 +0000 2014|RT UpshotNYT ProPublica offers a tool for figuring out whats changed in the details of your health insurance plan http//nytims/1I4whvY
540578712488792064,Thu Dec 04 184943 +0000 2014|Can you figure out what caused a hideous sore http//nytims/1wzg1PN
540578508364607489,Thu Dec 04 184854 +0000 2014|The Mediterranean diet is good for your DNA http//nytims/1wzfLAg
540573064119861249,Thu Dec 04 182716 +0000 2014|A significant share of the bacteria present in India are immune to nearly all antibiotics http//nytims/1wz9ggZ
540549230411382784,Thu Dec 04 165234 +0000 2014|RT nycscribe Superbugs are one compelling reason the world should care about Indias sanitation GardinerHarris http//pbstwimgcom/media/B4BpvPmIIAEMz7sjpg
540548853129564162,Thu Dec 04 165104 +0000 2014|Public restrooms aren’t any dirtier than the rest of our environment researchers report http//nytims/1wyEMvz
540537952515137536,Thu Dec 04 160745 +0000 2014|Enrollments Under Health Law Continue at Solid Pace http//nytims/1yqBDxb
540517249388658689,Thu Dec 04 144529 +0000 2014|Well Go Ahead Use the Restroom http//nytims/1yjaGNj
540496976333533185,Thu Dec 04 132455 +0000 2014|Well Think Like a Doctor A Hideous Sore http//nytims/12pjqmX
540371661598773248,Thu Dec 04 050658 +0000 2014|Chronic Diseases Are Killing More in Poorer Countries http//nytims/1zT5D3d
540354470375612416,Thu Dec 04 035839 +0000 2014|Court Strikes Down Drug Tests for Florida Welfare Applicants http//nytims/1Ai7iA2
540354469146677248,Thu Dec 04 035839 +0000 2014|University of Texas Says It Can Account for Missing Brain Specimens http//nytims/1Ai7grO
540328721203605504,Thu Dec 04 021620 +0000 2014|‘Superbugs’ Kill India’s Babies and Pose an Overseas Threat http//nytims/1yn4P8p
540324117506195457,Thu Dec 04 015803 +0000 2014|British Regulator Urges Home Births Over Hospitals for Uncomplicated Pregnancies http//nytims/1FPX2C9
540289339427934209,Wed Dec 03 233951 +0000 2014|Think Like a Doctor contest by Dr Lisa Sanders  goes live at 8 am on Well http//nytims/1bJTdT1 http//pbstwimgcom/media/B39SCaCcAASI8Djpg
540251740084654081,Wed Dec 03 211026 +0000 2014|Medicines Taken During Pregnancy to Get Clearer Warnings on Risk http//nytims/1zRN3Zc
540236109264191488,Wed Dec 03 200820 +0000 2014|Meet the virus detective (Photo by Damon Winter) http//nytims/1wt8PVy http//pbstwimgcom/media/B39N4ObCAAAxHR6jpg
540175667917504512,Wed Dec 03 160809 +0000 2014|Running may reverse aging in certain ways while walking does nothttp//nytims/1wrKHCy
540011433732624385,Wed Dec 03 051533 +0000 2014|Well Run to Stay Young http//nytims/1vgVdpO
540011432398848000,Wed Dec 03 051533 +0000 2014|New York Plan Aims to Divert Mentally Ill People From Jail’s Revolving Door http//nytims/1ye3u4Y
540007146684166144,Wed Dec 03 045831 +0000 2014|At NIH Obama Stresses Need to Keep Funding Fight Against Ebola  http//nytims/1ye10na
540007145685925889,Wed Dec 03 045831 +0000 2014|Giants Chairman Finances Improved Medical Supervision for School Football Programs http//nytims/1vgQ5lD
539969172131041280,Wed Dec 03 022737 +0000 2014|Business Briefing Biogen Idec Alzheimer’s Drug to Receive LateStage Study http//nytims/1FL3NU1
539964725153767424,Wed Dec 03 020957 +0000 2014|Monitoring for Those Exposed to New York Ebola Patient Ends http//nytims/1rSOkjZ
539964724155547649,Wed Dec 03 020956 +0000 2014|New Concerns Over Response to Ebola Crisis http//nytims/1FL3Lvk
539929253089775618,Tue Dec 02 234859 +0000 2014|Well Mediterranean Diet Is Good for Your DNA http//nytims/1tBtT60
539837723251843072,Tue Dec 02 174517 +0000 2014|A review of ‘Invisible History of the Human Race’ on nytimesbooks list of notable books of the year http//nytims/1wkSger
539837173726715905,Tue Dec 02 174306 +0000 2014|Being Mortal is on nytimesbooks list of notable books Here is our review http//nytims/1wkRe1O
