304302028996354049|Wed Feb 20 185032 0000 2013|RT ChristysChomp EverydayHealth A8 lifestyle mod like exercise plantbased diet not smoking amp losing wt are huge factors w/ ht health HealthTalk
304301976546594816|Wed Feb 20 185019 0000 2013|RT RMichlerMD A8 Anyone over the age of 40 esp w fam history needs to see their fam doc to discuss risk of HeartDisease healthtalk
304301915716591616|Wed Feb 20 185005 0000 2013|RT TheHeartTruth A6 EverydayHealth if you think youre having a heart attack call 911 Heart attack warning symptoms http//owlli/hTqSb HealthTalk
304301761626267648|Wed Feb 20 184928 0000 2013|RT foundersheart EverydayHealth A8 Its mostly about controlling risk factors very simply eat less and move more HealthTalk HeartHealth
304301674703499264|Wed Feb 20 184907 0000 2013|RT RMichlerMD A8 Focus on diet and exercise Learn your risk factors and reduce their impact If u have fam history see your doc annually healthtalk
304301156925063168|Wed Feb 20 184704 0000 2013|Q8 How can I decrease my risk of heart disease HealthTalk
304300910497120256|Wed Feb 20 184605 0000 2013|RT MontefioreNYC More on how BirthControl affects hearthealth http//mmcnyorg/11oNXPs [VID] HealthTalk
304300734504128513|Wed Feb 20 184523 0000 2013|Black is the new green 7 powerful black superfoods you might be missing http//tribal/oUQLCA
304300490538242049|Wed Feb 20 184425 0000 2013|RT MontefioreNYC FACT About 600000 Americans die from HeartDisease each year  or 1 in 4 deaths annually HealthTalk
304300446309310465|Wed Feb 20 184414 0000 2013|RT RMichlerMD A7 Many authorities would say yes bc of increased risk of clot formation healthtalk
304300312825569280|Wed Feb 20 184342 0000 2013|RT RMichlerMD EverydayHealth A7 Very good amp interesting questionRemains highly debatable healthtalk
304299929919176704|Wed Feb 20 184211 0000 2013|RT foundersheart EverydayHealth A6 Call 911 call your doctor or go to the emergency room HealthTalk
304299835073376256|Wed Feb 20 184148 0000 2013|Q7 Does taking birth control increase my risk for heart disease HealthTalk
304299393060831233|Wed Feb 20 184003 0000 2013|RT RMichlerMD A6 When in doubt re a heart attack call your MD or go to ER amp take a 325mg of Aspirin healthtalk
304299027959255041|Wed Feb 20 183836 0000 2013|Q6 If I think I am having a heart attack or am unsure what should I do HealthTalk
304298842495528961|Wed Feb 20 183752 0000 2013|RT foundersheart RMichlerMD MontefioreNYC EverydayHealth symptoms that arent exactly the Hollywood heart attack but r just as deadly HealthTalk GoRed
304298727844225025|Wed Feb 20 183724 0000 2013|RT RMichlerMD A5 If movement deep breaths swallowing makes pain worse or better it is NOT a heart attack healthtalk
304298358653214720|Wed Feb 20 183556 0000 2013|RT RMichlerMD When in doubt re a heart attack call your MD or go to ER amp take a 325mg of Aspirin healthtalk
304298201744306177|Wed Feb 20 183519 0000 2013|RT AshleyLizWelch How Do You Know If Its Heartburn or a Heart Attack Find out in this everydayhealth video HealthTalk http//bitly/XlaNnI
304298116562165760|Wed Feb 20 183459 0000 2013|RT ChristysChomp HealthTalk A5 in women signs of a heart attach can include GI problems nausea shortness of breath HealthTalk
304298046785740800|Wed Feb 20 183442 0000 2013|RT MontefioreNYC DidYouKnow the symptoms of a heart attack differ btwn men amp women http//mmcnyorg/14AJ5WU [VID] via RMichlerMD HealthTalk
304297634296918018|Wed Feb 20 183304 0000 2013|RT RMichlerMD A5 Heart attacks in women feelings of indigestion bloating nausea vomiting pressure on chest impending doom healthtalk
304297323117301760|Wed Feb 20 183150 0000 2013|RT RMichlerMD A5 Many heart attacks are silent amp can b deadly Exact incidence unknown healthtalk
304297118909222912|Wed Feb 20 183101 0000 2013|RT foundersheart MontefioreNYC Its their No 1 killer but it doesnt have to be HeartHealth HealthTalk
304296951816519680|Wed Feb 20 183021 0000 2013|Q5 What are signs of a heart attack and how are they different for women HealthTalk
304296912301993984|Wed Feb 20 183012 0000 2013|RT foundersheart tobaccofreefla RMichlerMD at the AHA we always say if youre smoking quitperiod HeartHealth HealthTalk
304296462987177984|Wed Feb 20 182824 0000 2013|RT RMichlerMD This is why weight reduction surgery can imprv cholesterol diabetes amp high BP before 1lb of weight is even lost WLS healthtalk
304296382158749696|Wed Feb 20 182805 0000 2013|RT ChristysChomp EverydayHealth A4 collectively total chol HDL LDL amp triglycerides are a lipid profile HealthTalk
304296291733745664|Wed Feb 20 182744 0000 2013|RT RMichlerMD Exercise is the cornerstone of good HeartHealth healthtalk
304296270342791168|Wed Feb 20 182739 0000 2013|RT MontefioreNYC A3 WATCH Learn how High BloodPressure can affect heart health http//mmcnyorg/YIXuA0 HealthTalk
304295740333768705|Wed Feb 20 182532 0000 2013|RT RMichlerMD Patients w/ high BP should be focused on diet inlc salt reduction healthtalk
304295589124898817|Wed Feb 20 182456 0000 2013|RT RMichlerMD Blood pressure should b checked every year b/c of its risk for HeartDisease amp Stroke healthtalk
304295510079053824|Wed Feb 20 182437 0000 2013|RT MontefioreNYC FACT Coronary HeartDisease kills more than 38500 people annually HealthTalk
304295316130242560|Wed Feb 20 182351 0000 2013|Q4 How is high cholesterol related to heart disease and what do my cholesterol and triglyceride numbers mean HealthTalk
304295008880689152|Wed Feb 20 182238 0000 2013|RT RMichlerMD A3 High BP places stress on blood vessel walls amp can cause injury leading to plaque build up healthtalk
304294879163469824|Wed Feb 20 182207 0000 2013|RT MontefioreNYC How cholesterol affects HeartHealth http//mmcnyorg/14AJ5WU [VID] HealthTalk
304294857504063488|Wed Feb 20 182202 0000 2013|RT RMichlerMD Obesity doesnt happen overnight so give time reduce weight w/ these little changes healthtalk
304294837501448192|Wed Feb 20 182157 0000 2013|RT ChristysChomp A3 like high lipids smoking amp obesity high BP is a risk factor for heart disease HealthTalk EverydayHealth
304294818186686465|Wed Feb 20 182152 0000 2013|RT RMichlerMD to improve heartHealth little changes everyday have a major long term impact healthtalk
304294121747664897|Wed Feb 20 181906 0000 2013|Q3 How is high blood pressure related to heart disease HealthTalk
304293572595834882|Wed Feb 20 181655 0000 2013|RT ChristysChomp HealthTalk A2 the symptoms of heart disease/problems do differ b/w men amp women The disease itself doesnt
304293542086459392|Wed Feb 20 181648 0000 2013|RT RMichlerMD A2 Men have crushing chest arm amp jaw pain most commonly thus easier to diagnosis healthtalk
304293232739758080|Wed Feb 20 181534 0000 2013|Does zerocalorie food (like celery) exist http//tribal/5WEXbi
304293082197807104|Wed Feb 20 181458 0000 2013|RT RMichlerMD A2 Coronary blockages affect both men and women equally and is 1 killer of women AND men healthtalk
304293017139949568|Wed Feb 20 181443 0000 2013|RT MontefioreNYC FACT Coronary heart disease costs more than $108 Billion each year Staggering HealthTalk
304293001683951616|Wed Feb 20 181439 0000 2013|RT foundersheart RMichlerMD couldnt be more true FACT Heart disease is largely preventable HealthTalk HeartHealth
304292843126669312|Wed Feb 20 181401 0000 2013|RT RMichlerMD A2 The disease is the same but the diagnosis can b more challenging in women healthtalk
304292480063512576|Wed Feb 20 181235 0000 2013|RT RMichlerMD An American dies every 32 seconds of HeartDisease We need to understand risk factors and focus on prevention healthtalk
304292182066593792|Wed Feb 20 181124 0000 2013|Q2 How is heart disease different in women than heart disease in men HealthTalk
304291738527354882|Wed Feb 20 180938 0000 2013|RT RMichlerMD HeartDisease is public health enemy 1 healthtalk
304291571069767680|Wed Feb 20 180858 0000 2013|RT MontefioreNYC A1 WATCH There are 2 risk factors for heart disease you can’t change http//mmcnyorg/WDVd5O via RMichlerMD HealthTalk
304291550333128704|Wed Feb 20 180853 0000 2013|RT RMichlerMD A1 Risk factors are high bp high cholesterol diabetes cig smoking obesity amp fam history of heart disease healthtalk
304291305595478016|Wed Feb 20 180755 0000 2013|RT RMichlerMD A1 Every American is at risk for heartDisease It kills more ppl than next 5 leading causes of death added together healthtalk
304290610028900352|Wed Feb 20 180509 0000 2013|Q1 How many Americans are affected by heart disease and what are the risk factors HealthTalk
304290548783644673|Wed Feb 20 180454 0000 2013|Welcome RT foundersheart EverydayHealth RMichlerMD MontefioreNYC Thank you for having us and talking heart health HealthTalk
304290450926362625|Wed Feb 20 180431 0000 2013|And remember to include the hashtag HealthTalk in all your tweets Lets get started
304290310891139072|Wed Feb 20 180358 0000 2013|Just a reminder to include A1 A2 etc in your answers as they corrsepond to questions labeled Q1 Q2 etc HealthTalk
304290243501240320|Wed Feb 20 180342 0000 2013|Welcome RT sameez1975 EverydayHealth Hello Have changed my diet since finding out I have high cholesterol 308 HealthTalk
304290128669585411|Wed Feb 20 180314 0000 2013|So happy to have you RT rmichlermd Happy to be here Thank you EverydayHealth for hosting and foundersheart healthtalk
304289544260427776|Wed Feb 20 180055 0000 2013|Introduce yourselves Wheres everyone from HealthTalk
304289442426933249|Wed Feb 20 180031 0000 2013|February is HeartHealth month Were joined today by RMichlerMD of MontefioreNYC amp the NYC AHA foundersheart HealthTalk
304289351234383872|Wed Feb 20 180009 0000 2013|Hello everyone and welcome to this HealthTalk on heart disease care and prevention
304288905144987648|Wed Feb 20 175823 0000 2013|RT AshleyLizWelch Chatting w/ EverydayHealth RMichlerMD of MontefioreNYC amp foundersheart  1 pm ET ab heart health Follow HealthTalk
304285726122602498|Wed Feb 20 174545 0000 2013|Sharp rise seen in robotically sssisted hysterectomies robots http//bitly/12NfIlo
304285663547760641|Wed Feb 20 174530 0000 2013|Before you fill up your cup One cup of regular coffee may be enough to alter estrogen levels http//tribal/JpXYFR
304285586741657600|Wed Feb 20 174511 0000 2013|Join us for a Heart Health HealthTalk in 15 mins w/ RMichlerMD of MontefioreNYC amp foundersheart Bring ur Qs for our experts
304279668306104320|Wed Feb 20 172140 0000 2013|Small Pediatric Cancer Population Faces Big Challenges http//bitly/15vlx6l
304278992813453312|Wed Feb 20 171859 0000 2013|stevenshie thanks hope you can join us healthtalk
304278107215495168|Wed Feb 20 171528 0000 2013|CocaCola Bad for your waistline but good for your gut http//bitly/11cqFMg
304274565801070592|Wed Feb 20 170124 0000 2013|HeartHealth live Twitter chat in 1 hour w/ RMichlerMD of MontefioreNYC amp foundersheart Follow HealthTalk to join the conversation
304270578397884416|Wed Feb 20 164533 0000 2013|10 ways to boost romance (and your sex life) http//bitly/xEcHYf
304263020371124224|Wed Feb 20 161531 0000 2013|ADHD characteristics can actually be a huge plus in choosing a career Here the most ADHDfriendly jobs http//bitly/FQ0Gwp
304256363993915392|Wed Feb 20 154904 0000 2013|Do you know the differences between heart disease in women amp in men Learn more during our HealthTalk TODAY  1pmET http//owly/hSXDe
304255727055294465|Wed Feb 20 154632 0000 2013|RT RMichlerMD Join us for a HealthTalk w/ EverydayHealth amp foundersheart today 1pm ET HeartHealth
304255465209098240|Wed Feb 20 154530 0000 2013|Scratching an itch here gives you the most pleasure http//bitly/xor8bT
304247922902573056|Wed Feb 20 151532 0000 2013|Germaphobs bat your eyes Here are surprising places germs hide http//tribal/sfdgoL
304241009733292033|Wed Feb 20 144803 0000 2013|RT MontefioreNYC Do you know how birth control affects heart health http//mmcnyorg/11oNXPs Learn more at our HealthTalk today 1pmET WomensHealth
304240404629430273|Wed Feb 20 144539 0000 2013|Keep hands off the treadmill bars while you walk youre limiting your calorie burn Boost your treadmill workout http//tribal/u2uaHq
304238738115010561|Wed Feb 20 143902 0000 2013|Join us for a hearthealth HealthTalk TODAY  1 pm ET w/ RMichlerMD of MontefioreNYC amp the NYC AHA foundersheart http//owly/hRjQ0
304232797877436416|Wed Feb 20 141526 0000 2013|Does beer before liquor really make you sicker The truth behind 8 boozy myths http//tribal/mJs4zK
304225267398873088|Wed Feb 20 134530 0000 2013|Before you start trying to lose weight you absolutely must do this one thing http//bitly/T8t17J
304217702531219457|Wed Feb 20 131527 0000 2013|10 soda alternatives to sip with dinner instead http//bitly/AuMaGe
304210163534024705|Wed Feb 20 124529 0000 2013|Children born to obese moms may face higher risk of this http//bitly/Ht7o0X
304206449783996416|Wed Feb 20 123044 0000 2013|Join us for a hearthealth HealthTalk TODAY  1 pm ET w/ RMichlerMD of MonefioreNYC amp the NYC AHA FoundersHeart http//owly/hRjQ0
304202574368755712|Wed Feb 20 121520 0000 2013|And the healthiest chip is  http//bitly/z9zAGj
304195018783064065|Wed Feb 20 114518 0000 2013|You say ginger we say fabulous 6 fiery facts about redheads http//tribal/JeRxaH
304187459800014848|Wed Feb 20 111516 0000 2013|12 ways to keep the weight off  without dieting http//bitly/xkpzXK
304179906835791872|Wed Feb 20 104515 0000 2013|Here are 9 things you never knew about milk http//bitly/StYEqb
304172360783785984|Wed Feb 20 101516 0000 2013|True or False Being a little overweight could help you live longer http//bitly/Rt1Lnm
304164874567680001|Wed Feb 20 094531 0000 2013|21 bad habits that could hurt a healthy relationship http//bitly/HnTN64
304157255597694976|Wed Feb 20 091515 0000 2013|The 411 on why kids and adults alike should stay away from soda http//tribal/PMFNZw
304149707280756737|Wed Feb 20 084515 0000 2013|Watching your sugar intake Try these lowcarb fruits youll love http//tribal/HMyUT9
304142184536477696|Wed Feb 20 081522 0000 2013|Want to say goodbye to belly fat Then say hello to this exercise http//bitly/GEqlM1
304134612710477824|Wed Feb 20 074516 0000 2013|How to exercise your way to better sexhttp//tribal/iLlHOR
304127043388440577|Wed Feb 20 071512 0000 2013|White rice canned fruit and 8 more of the worst processed foods http//bitly/yCP0mE
304119479779069952|Wed Feb 20 064508 0000 2013|Like Yoga Like Sex Youre in for a treat jillianmichaels shows you how to make your moves on the mat count in bedhttp//bitly/SxucLA
304111934163283969|Wed Feb 20 061509 0000 2013|Eat your vegetables Heres why theyre absolutely vital for your health http//bitly/Ha0p9k
304104406297767937|Wed Feb 20 054515 0000 2013|How much water should you drink to lose weight http//tribal/lUk8yh
304096843380449280|Wed Feb 20 051511 0000 2013|The absolute worst breakfast cereal for you to eat today is more than 50 sugar What is it http//tribal/WavKcR
304089268198985732|Wed Feb 20 044505 0000 2013|9 foods to eat for a longer life http//bitly/St511F
304081769811017728|Wed Feb 20 041518 0000 2013|Put the Bottle Down Health Risks of Drinking http//bitly/VhWmAq
304074195816546305|Wed Feb 20 034512 0000 2013|What do we go to the doctor for the most The answer might surprise you http//bitly/Uy4dYL
304070410352328704|Wed Feb 20 033009 0000 2013|Men who make less than their wives are more likely to need impotence drugs http//bitly/ZgrfIQ newstudy
304066658996211712|Wed Feb 20 031515 0000 2013|Is fructose hidden in your foods making you fat http//bitly/S5dmdL
304059107348996096|Wed Feb 20 024514 0000 2013|The best way to thwart the obesity gene http//bitly/OeOsUM
304051633246048257|Wed Feb 20 021533 0000 2013|Why breakfast really IS the most important meal of the day http//bitly/HZd3te
304044082148306944|Wed Feb 20 014532 0000 2013|Happy in Marriage Heavier on the Scale http//bitly/ThrAc4
304036455687282689|Wed Feb 20 011514 0000 2013|How much sleep you really need tonight and what can happen if you dont get it http//bitly/wwdONL
304033974383161344|Wed Feb 20 010522 0000 2013|Everyday Health Daily Digest is out http//paperli/EverydayHealth/1340975022
304032813081038848|Wed Feb 20 010045 0000 2013|How Old Is Your Heart Join us for a HealthTalk on Weds  1 pm ET w/ RMichlerMD of MonefioreNYC http//owly/hRjQ0
304028942216613888|Wed Feb 20 004523 0000 2013|Fiberrich foods to add to your diet ASAP http//bitly/OeONa1
304021364573106176|Wed Feb 20 001516 0000 2013|Foods that mask bad breath (at least temporarily) http//bitly/H3VdoC
304013836304928768|Tue Feb 19 234521 0000 2013|Red meat and 6 more surprising foods thatll spike your blood sugar http//tribal/t0EGSq
304006257583480832|Tue Feb 19 231514 0000 2013|Diet soda consumption linked to depression while coffee lowers depression risk http//bitly/WOfW3A
303998701200896000|Tue Feb 19 224513 0000 2013|Do zero calorie/negative calorie foods really exist http//bitly/Ajmo1n
303995622791467009|Tue Feb 19 223259 0000 2013|How much do you know about autism Join us for a HealthTalk on Thurs Feb 21  1 pm ET w/ Dr Lisa Shulman of EinsteinMed to get the facts
303991176112009216|Tue Feb 19 221518 0000 2013|Feeling sleepy Do 5 pushups to wake your body up More easy ways to boost your energy http//bitly/wsIEBi
303983630349385728|Tue Feb 19 214519 0000 2013|Research says lowincome kids drink 2x as much juice as recommends What sugary drinks really do to kids health http//tribal/qomllw
303976070498103299|Tue Feb 19 211517 0000 2013|8 ways not to get fat on vacation http//bitly/H4JvKw
303972558674485249|Tue Feb 19 210120 0000 2013|Celebrate heart month w/ a HealthTalk on Weds  1pmET w/ RMichlerMD of MonefioreNYC amp the NYC AHA FoundersHeart http//owly/hRjQ0
303968531274412032|Tue Feb 19 204519 0000 2013|Your dog may be able to read you more than you think http//tribal/ATQowW
303961002234490881|Tue Feb 19 201524 0000 2013|Want to boost metabolism Drink a glass of water plus more tips http//bitly/GEqlLV
303953437710753792|Tue Feb 19 194521 0000 2013|Gwyneth Paltrow says she goes on a detox diet when her adrenal cortex is high We find out what that even means http//bitly/OeOrQS
303951971801505792|Tue Feb 19 193931 0000 2013|RT anniehauser Fat Thighs Linked to a Loss of Mobility in Old Age via everydayhealth http//wwweverydayhealthcom/seniorhealth/fatthighslinkedtoalossofmobilityinoldage6860aspxxidtweverydayhealth
303947657154527232|Tue Feb 19 192223 0000 2013|RT MontefioreNYC Join us for a HealthTalk tomorrow on understanding HeartDisease amp your risks featuring RMichlerMD http//mmcnyorg/12HXqlk
303946985466126338|Tue Feb 19 191943 0000 2013|Fat thighs linked to a loss of mobility in old age http//bitly/UE8PyW
303945896507346945|Tue Feb 19 191523 0000 2013|New research finds a key to how the body stores fat http//bitly/RCHbAV
303938330360422402|Tue Feb 19 184519 0000 2013|The top new health devices for 2013 http//bitly/UcdcP2
303930807398051841|Tue Feb 19 181525 0000 2013|The 9 worst ways to treat depression http//bitly/SJyAYb
303930155989073920|Tue Feb 19 181250 0000 2013|Energy Drinks and Caffeine Health Risks Updates http//bitly/UDU4MG
303923225618960384|Tue Feb 19 174518 0000 2013|Ladies its time for a little selflove to boost your health (seriously) http//bitly/JpSrLc
303915729508515840|Tue Feb 19 171531 0000 2013|What could be making you fat http//bitly/WkPej0
303912683156172802|Tue Feb 19 170324 0000 2013|Researchers Detect an Anti Autism Advantage in Females http//bitly/XKRikA
303912604592656384|Tue Feb 19 170306 0000 2013|Emerging SARS Like Virus Well Suited to Attack Humans http//bitly/XKRhgt
303912495863705600|Tue Feb 19 170240 0000 2013|Early Exposure to Gluten May Help Babies Avoid CeliacRisk http//bitly/Y2YaO6
303908129287069696|Tue Feb 19 164519 0000 2013|How long should a cough last You might be surprised to find out http//bitly/VGpt0s
303900607004160001|Tue Feb 19 161525 0000 2013|Better memory better bone health an improved sex life and more reasons to workout http//tribal/Scn8hG
303893030262415362|Tue Feb 19 154519 0000 2013|Whats good in the gym is even better in the bed 5 exercises for better sex http//bitly/xYL53b
303885489667178496|Tue Feb 19 151521 0000 2013|Whats a healthy weight for your age http//bitly/TeQPqq
303877939643166721|Tue Feb 19 144521 0000 2013|Why dont men on an Asian diet get prostate cancer but Americans do Researchers may have found a clue http//bitly/ZxRRQe
303870385202536448|Tue Feb 19 141520 0000 2013|Which body shape is better apple or pear Researchers provide a new answer http//bitly/UVOnuA
303864782572904450|Tue Feb 19 135304 0000 2013|Women at Greater Risk for Hip Implant Failure http//bitly/Vtajeu
303864678696759297|Tue Feb 19 135239 0000 2013|Too Much Coffee in Pregnancy Tied to Smaller Later Newborns http//bitly/YDFLEs
303862839637073920|Tue Feb 19 134521 0000 2013|Moms should let their babies cry themselves back to sleep after waking up during the night finds a new study http//bitly/W6Zzyb
303855292452573184|Tue Feb 19 131521 0000 2013|Dining out tonight How to stick to your diet http//tribal/iawvvo
303847726066581505|Tue Feb 19 124517 0000 2013|9 Bad Health Habits to Break Now http//bitly/LcgXmf
303840174561980416|Tue Feb 19 121517 0000 2013|Attention all ladies An annual pap test is no longer recommend in updated guidelines http//bitly/13131l1
