581178212321009664,Thu Mar 26 193738 0000 2015|Todays cartoon http//khnews/1916tDl http//pbstwimgcom/media/CBDCgQrU0AAkmmhjpg
581161955685171200,Thu Mar 26 183302 0000 2015|The House has passed a bill to fix Medicares doctor payments Whats next and whats in it http//khnews/1AvJck8 http//pbstwimgcom/media/CBCztSUMAA6jaljpg
581139251837857792,Thu Mar 26 170249 0000 2015|HighDeductible Plans Bring Lower Costs Now But Will They Bring Pricey Problems http//khnews/1xiy1zp http//pbstwimgcom/media/CBCfEedVAAApJ9Kjpg
581111304594784256,Thu Mar 26 151146 0000 2015|Running down whats in the House docfix proposal http//khnews/1AvJck8 http//owly/i/a6zwL
581100321348444160,Thu Mar 26 142807 0000 2015|Employer wellness incentives are at an alltime high http//khnews/1FWMGBE
581099826399600640,Thu Mar 26 142609 0000 2015|What you need to know about todays DocFix vote http//khnews/1IyPox6
581099401587892224,Thu Mar 26 142428 0000 2015|House Republicans have approved their budget blueprint Heres whats in it http//khnews/1FWMtOW
580778623134646272,Wed Mar 25 170948 0000 2015|Stark Raving Mad http//khnews/1DZLy10 http//pbstwimgcom/media/CA9XFFiU0AAQxuzjpg
580775746957905920,Wed Mar 25 165823 0000 2015|If you got our Morning Briefing  heres what youd get delivered every morning http//khnews/1y7adti Signup http//khnews/1x5V0N9
580731213297688576,Wed Mar 25 140125 0000 2015|Whats in the Houses proposal to fix Medicare payments to doctors http//khnews/1AvJck8
580730694101573632,Wed Mar 25 135921 0000 2015|Obama getting behind quality not quantity in health care http//khnews/1xyvgKK
580730087919759360,Wed Mar 25 135657 0000 2015|Latest on GOP budget vote and a fix to how Medicare pays doctors http//khnews/1Gl9TOu
580443845923627009,Tue Mar 24 185931 0000 2015|RT JennyAGold Has your insurance company denied you mentalhealth care that you felt you needed Tell us about it http//khnews/1FTAB07
580419037802471424,Tue Mar 24 172056 0000 2015|Could Obamacares first tax season mean delayed refunds for Americans http//khnews/19hWI3A
580391624347242496,Tue Mar 24 153201 0000 2015|Even In Female Dominated Nursing Men Earn More Jrovner reports http//khnews/1FA9AjP nurse http//pbstwimgcom/media/CA33G1AW4AAuNn5jpg
580380300510908416,Tue Mar 24 144701 0000 2015|This is a complicated tax season for many people thanks to Obamacare mandrews110 runs down what it means http//khnews/1HzeZbC
580364235047374848,Tue Mar 24 134310 0000 2015|Ted Cruz Launches Campaign With Call To Abolish Health Law http//khnews/1FzDmoS
580364011897782272,Tue Mar 24 134217 0000 2015|Study Half Of Households Getting Subsidies May Have To Repay IRS http//khnews/1NaW4lK
580116826157387776,Mon Mar 23 212004 0000 2015|Hitting a Brick Wall http//khnews/1Fw1lVM
580109420643811328,Mon Mar 23 205038 0000 2015|What’s In The Houses Proposal To Fix Medicares Payments To Doctors http//khnews/1AvJck8 http//pbstwimgcom/media/CAz2cZzUgAApzsyjpg
580108813295960064,Mon Mar 23 204813 0000 2015|Study Depression and related ailments take a  toll on the workplace LVGillespie reports http//khnews/1DQkD7O http//pbstwimgcom/media/CAz15B1UYAAJaNujpg
578977511415128065,Fri Mar 20 175250 0000 2015|Broken Dreams http//khnews/1FN8v6R
578975024691961857,Fri Mar 20 174257 0000 2015|The health law hasnt resulted in fewer employees getting coverage through their employer a new study says http//khnews/1GzE2rk
578947041654677504,Fri Mar 20 155145 0000 2015|LiveTweeting now dwebbKHN is at IOMendoflife and PhilGalewitz is at an HRSAgov event on community health centers Follow along
578626027523567616,Thu Mar 19 183609 0000 2015|‘Locked Uphttp//khnews/18LOctw
578604928530137088,Thu Mar 19 171219 0000 2015|The battle over a dementia drug could mean consequences for patients and drug makers http//khnews/1C0Kk3A http//pbstwimgcom/media/CAeeHZxUMAAGuOMpng
578596022693310464,Thu Mar 19 163656 0000 2015|RT jordanrau At ReportingHealth webinar we spill the secrets of reporting on ACOs etc today at 1 pm http//wwwreportingonhealthorg/content/biggesthealthcarerevolutionyouveneverheardchanginghowwepaycare
578595933870514177,Thu Mar 19 163635 0000 2015|RT JennyAGold ICYMI Blue Shield of California Loses Its State Tax Exemption JennyAGold reports http//khnews/1CuCIqr
578572576286330880,Thu Mar 19 150346 0000 2015|Most want Congress to step in if SCOTUS strikes down some Obamacare subsidies http//khnews/1BSNhBU http//pbstwimgcom/media/CAeAsSHU0AA9RtDjpg
578571090647248896,Thu Mar 19 145751 0000 2015|A fight over abortion funding is blocking a bill on human trafficking  http//khnews/1MNcLVY
578327944105476096,Wed Mar 18 225141 0000 2015|Blue Shield of California Loses Its State Tax Exemption JennyAGold reports http//khnews/1CuCIqr
578249844638253056,Wed Mar 18 174120 0000 2015|Many Along Texas Border Still Live Without Clean Safe Water from our partners TexasTribune http//khnews/1bfCicX
578193329386577920,Wed Mar 18 135646 0000 2015|The latest health policy news delivered to your email each morning Todays http//khnews/1xeoI3M Sign up here http//khnews/1x5V0N9
578192763369443328,Wed Mar 18 135431 0000 2015|Medicaid expansion hopes live on in Montana Kansas Nebraska and Alaska http//khnews/1LtZ5Sz
578192427678318592,Wed Mar 18 135311 0000 2015|The House GOP budget plan Medicare and Medicaid cuts Obamacare repeal http//khnews/1AYY3CY
577883455595225089,Tue Mar 17 172527 0000 2015|Rural hospitals struggle to stay afloat after Obamacare cut some payments to them http//khnews/1xbJBws http//pbstwimgcom/media/CAUN8KzUwAEA0Xsjpg
577538647114674176,Mon Mar 16 183518 0000 2015|Outrageous fortune http//khnews/1wRcLR6 http//pbstwimgcom/media/CAPUVsdVAAAlF2Cjpg
577520047570071552,Mon Mar 16 172123 0000 2015|The health law has helped insure 164 million a new report says http//khnews/1BpKhZV http//pbstwimgcom/media/CAPDbDwUkAAtoWwjpg
577493271540146177,Mon Mar 16 153459 0000 2015|FAQ Could Congress Be Ready To Fix Medicare Pay For Doctorshttp//khnews/1AvJck8 docfix http//pbstwimgcom/media/CAOrEeGUgAIw5Hajpg
577469276786921472,Mon Mar 16 135939 0000 2015|Hospitals face pain if SCOTUS rules against Obamacare tax subsidies http//khnews/1GLI67y
577468958766428160,Mon Mar 16 135823 0000 2015|House Leaders Pursue Deal To Change Medicares Payment Formula For Doctors http//khnews/1BJiFmg
577468659284705280,Mon Mar 16 135711 0000 2015|Republicans will unveil their budget plans this week Heres what to expect http//khnews/18Sj6jU
576465459417124865,Fri Mar 13 193050 0000 2015|Friday funny http//khnews/1EioS9L
576428775853957120,Fri Mar 13 170504 0000 2015|3 million Californians remain uninsured Some are asking counties to step in to care for them http//khnews/1FiVwts http//owly/i/90oMD
576403771804139522,Fri Mar 13 152542 0000 2015|Do you have medical debt A new agreement could keep some of it off your credit report http//khnews/19gMa5A http//pbstwimgcom/media/BMLQ7UcAIUSLYpng
576402868695142401,Fri Mar 13 152207 0000 2015|Do you have medical debt A new agreement could keep some of it off your credit report http//khnews/19gMa5A
576392038272385024,Fri Mar 13 143905 0000 2015|Medicaid expansion blocked in Alaska and Missouri http//khnews/1EGLJyu
576391689239146496,Fri Mar 13 143742 0000 2015|Support grows to let pregnant women enroll in health insurance anytime http//khnews/1Cc93SL
576072751557054464,Thu Mar 12 173021 0000 2015|One stop health care shops in Florida appeal to Latino populations http//khnews/1EeTXLy http//owly/i/8ZmPi
576066404144803841,Thu Mar 12 170508 0000 2015|Will Missouri make people work in order to qualify for an expanded Medicaid http//khnews/1EeTnNT
576064017162219520,Thu Mar 12 165539 0000 2015|Do you get our daily email every morning running down the top health care policy news Todays http//khnews/1FSQ3I1
576015731164229632,Thu Mar 12 134346 0000 2015|The patient was dying and she knew it How far does doctor empathy go http//khnews/1B8jrFA http//pbstwimgcom/media/B5rQRSUwAAnTkCjpg
576014018864947200,Thu Mar 12 133658 0000 2015|The latest in how lawmakers are proposing to fix Medicare doctor pay http//khnews/1F2NBjH
576013703600058368,Thu Mar 12 133543 0000 2015|What will Republican governors do if SCOTUS strikes down some Obamacare insurance subsidies http//khnews/1HJPth8
575756896868655104,Wed Mar 11 203515 0000 2015|Deeper dive from EricReporter on Montanas lawmakers killing a Medicaid expansion http//khnews/1EZ1VJQ
575751442289553409,Wed Mar 11 201335 0000 2015|Why dont mental health providers get  incentives for making their electronic health records digital http//khnews/1EAuhf2
575654231727824896,Wed Mar 11 134718 0000 2015|GOP Legislators Officially Kill Montana Govs Medicaid Expansion Plan http//khnews/1HBIJlb
575653049206710272,Wed Mar 11 134236 0000 2015|Report About 117 Million Americans Signed Up Or ReEnrolled For Obamacare Coverage http//khnews/1BqFImV
575406219969609730,Tue Mar 10 212148 0000 2015|FDA Heads Into Uncharted Territory Of ‘BiosimiliarDrugs http//khnews/1C2GaZ2
575398245599420416,Tue Mar 10 205006 0000 2015|You dont always get to choose which hospital you go to but it might make a difference in how satisfied you are http//khnews/1Bszf9R
575387333907910656,Tue Mar 10 200645 0000 2015|Cartoon ‘Side Effects Accruedhttp//khnews/1Bobykn
575351323710853120,Tue Mar 10 174339 0000 2015|Can your boss make you take the company health insurance http//khnews/1E3vyWK
575351185818918912,Tue Mar 10 174306 0000 2015|Were you satisfied with your experience at the hospital Check our tool out to see if you were alone http//khnews/1Bszf9R
575293720372846595,Tue Mar 10 135446 0000 2015|How did your hospital do on satisfying patients Our new tool shows you http//khnews/1Bszf9R
575272363870261250,Tue Mar 10 122954 0000 2015|RT jordanrau Wut You want the longest possible story on hospital patient satisfaction Ok http//khnews/1FB35Kd via khnews
574957370276769792,Mon Mar 09 153813 0000 2015|RT susanjaffe No more dead docs Feds say docs listed innetwork must be alive &amp taking new patients http//khnews/1KLwiZi
573923962041864192,Fri Mar 06 191150 0000 2015|Star Struck http//khnews/1McB2mr
573919862264832000,Fri Mar 06 185532 0000 2015|Electronic medical records arent exactly drag and drop  http//khnews/1Flltq9
573911416635322369,Fri Mar 06 182159 0000 2015|Slightly More Latinos and African Americans Sign Up On California Exchange http//khnews/1CI4JMb
573867680291291136,Fri Mar 06 152811 0000 2015|RT lauriemcginley2 Worth reading for lede anecdote alone Digital Dilemma For Medicine How To Share Records http//khnews/1A0DnLq
573505500618317825,Thu Mar 05 152901 0000 2015|A ruling against some Obamacare subsidies could have a disparate impact http//khnews/1CBy3E2
573505196317405184,Thu Mar 05 152748 0000 2015|Each side is claiming victory in SCOTUS Obamacare arguments http//khnews/1DYN5le
573237830937391104,Wed Mar 04 214523 0000 2015|Surprises And Standing Breaking Down Today’s Supreme Court Arguments http//khnews/1AKPo6I
573205672201998336,Wed Mar 04 193736 0000 2015|Arguments On Health Law’s Future Provide Few Clues About Supreme Court Decision Jrovner reportshttp//khnews/1BSVEjP
573197198848073728,Wed Mar 04 190356 0000 2015|Putting the hammer down http//khnews/1DNNogc
573193440244174848,Wed Mar 04 184900 0000 2015|No Medicaid Expansion No Problem For Many SafetyNet Hospital Profits http//khnews/1BSSpJh
573168900143222786,Wed Mar 04 171129 0000 2015|BREAKING NEWS Justices Raise Questions About FederalState Balance PlaintiffsStanding http//khnews/18PvMJf
573156616213811201,Wed Mar 04 162240 0000 2015|RT philgalewitz Solicitor General Verilli brings up the issue of legal standing says he presumes at least 1 of 4 plaintiffs have standing
573156454015897602,Wed Mar 04 162202 0000 2015|Some KingvBurwell updates RT philgalewitz Justice Kagansays the key 4 words in health law must be read in their full context of law
572815825654194176,Tue Mar 03 174829 0000 2015|RT jrovner if youd rather watch than read heres SarahVarney4s excellent KingvBurwell piece from NewsHour http//topbsorg/1vYH47Y
572794110295347200,Tue Mar 03 162212 0000 2015|What’s At Stake As Health Law Lands At Supreme Court Again  http//khnews/1GfTiwn
572793469527302144,Tue Mar 03 161939 0000 2015|Our maryagnescarey and Jrovner talk about what to expect as Obamacare heads back to SCOTUS http//khnews/1zEJu6V
572793153155174402,Tue Mar 03 161824 0000 2015|What talking points are the sides crafting for SCOTUS KingVBurwell arguments http//khnews/1zVa24W
572792853916749825,Tue Mar 03 161713 0000 2015|Four little words  http//khnews/1Kdwu3h
572473868914327554,Mon Mar 02 190941 0000 2015|5 Things To Know About The Supreme Court Case Challenging The Health Law http//kaiserhealthnewsorg/news/5thingstoknowaboutthesupremecourtcasechallengingthehealthlaw/
572473177999192064,Mon Mar 02 190656 0000 2015|RT maryagnescarey SarahVarney4 reports The Extra Cost Of Extra Weight For Older Adults http//khnews/1M22Hs1 via khnews
572461902045032449,Mon Mar 02 182207 0000 2015|RT heididemarco PHOTO My latest for KHNews  When Health Care Is Far From Home http//khnews/1ALjtqa http//pbstwimgcom/media/BHAcyRUQAAXdUKjpg
572454477116149760,Mon Mar 02 175237 0000 2015|This towns biggest health care problem isnt insurance  its distance http//kaiserhealthnewsorg/news/whenhealthcareisfarfromhome/ http//pbstwimgcom/media/BHEUAhU8AAU9nppng
572449003243245568,Mon Mar 02 173052 0000 2015|The Extra Cost Of Extra Weight For Older Adults http//kaiserhealthnewsorg/news/theextracostofextraweightforolderadults/
572444628382838784,Mon Mar 02 171329 0000 2015|More Than One In Four Foster Kids Miss Required Checkups http//kaiserhealthnewsorg/news/morethanoneinfourfosterkidsmissrequiredcheckups/
571429327436443648,Fri Feb 27 215902 0000 2015|Internists Get A Break From Controversial Efforts To Bolster Performance http//kaiserhealthnewsorg/news/internistsgetabreakfromcontroversialeffortstobolsterperformance/
571420427760898049,Fri Feb 27 212341 0000 2015|HHS Secretary Burwell Is Grilled About Health Law Contingency Plans http//kaiserhealthnewsorg/news/hhssecburwellfacesstiffquestioningoverhealthlawcontingencyplans/
571418137356345345,Fri Feb 27 211435 0000 2015|5 Things To Know About The Supreme Court Case Challenging The Health Law http//kaiserhealthnewsorg/news/5thingstoknowaboutthesupremecourtcasechallengingthehealthlaw/
571033447814311937,Thu Feb 26 194557 0000 2015|Payback time for many with Obamacare insurance plans http//khnews/1LNljfa
571006815573561344,Thu Feb 26 180008 0000 2015|If SCOTUS strikes down some of  Obamacares insurance subsidies will it lead to  higher insurance prices http//khnews/1BBazz2
571001359752962048,Thu Feb 26 173827 0000 2015|RT jrovner Sec Burwell apparently will NOT say what if anything HHS is looking at regarding a potential adverse ruling in kingvsburwell
570707291718213634,Wed Feb 25 220956 0000 2015|Kaiser Permanente Faulted Again For Mental Health Care Lapses In California JennyAGold reports http//khnews/1EsUsmr
570604345294761985,Wed Feb 25 152051 0000 2015|HHS Sec Burwell is warning theres no backup plan if SCOTUS strikes down Obamacare subsidies http//khnews/18leMKy
570604122212327425,Wed Feb 25 151958 0000 2015|IRS Issues Reprieve To Those Who Filed Taxes Before Faulty Forms Were Detected http//khnews/18leCTx
570333320736698369,Tue Feb 24 212354 0000 2015|‘Winner Take Fallhttp//khnews/1A44JPw
570303179759480832,Tue Feb 24 192408 0000 2015|24M to sign up 42 peoplehttp//khnews/1BOewji
570258557414838272,Tue Feb 24 162649 0000 2015|Art gardens wifi Meh Hospitals are pushing fancy flourishes but patients are largely unimpressed http//khnews/1vvrMr4
570251885841678336,Tue Feb 24 160019 0000 2015|RT hereandnow Is there enough oversight of inhome caregivers annagorman of KHNews reports http//npr/1BHQXJ2
570250555832061952,Tue Feb 24 155501 0000 2015|RT philgalewitz Expect 46 month SGR patch in Marchthen wholesale repeal tied to CHIP reauth in Sept Rep Price tells AmerMedicalAssn
570247873398509568,Tue Feb 24 154422 0000 2015|Almost 11 Million People Get Medicaid Under Health Law http//khnews/18hAZcq
570247585149128704,Tue Feb 24 154313 0000 2015|Survey With Health Laws Help Uninsured Rate Drops To Lowest Level In 7 Years http//khnews/1LCdcC9
569959232013008896,Mon Feb 23 203724 0000 2015|Seniors on Medicare are eligible for obesity counseling so why arent more of them using it http//khnews/1wh8qGM
569957890099957761,Mon Feb 23 203204 0000 2015|Supreme Court Case May Be A WakeUp Call For Republicans Jrovner reports http//khnews/1AD7RWn
569921121291776000,Mon Feb 23 180558 0000 2015|Obama administration says no to insurance plans without hospital coverage JayHancock1 reports http//khnews/1BHezgT Obamacare
569902512272236544,Mon Feb 23 165201 0000 2015|Facing Obamacare Tax Penalty You Have More Time To Enroll This Year http//khnews/1JDbXF1
569902262954418178,Mon Feb 23 165102 0000 2015|Bad Tax Info From http//Healthcaregov Impacts 800000 http//khnews/1wgfCTq
568846912012619776,Fri Feb 20 185727 0000 2015|UCLAs bacteria outbreak highlights the challenges behind curbing infections jordanrau examines http//khnews/1vlMDwX
568810170756808704,Fri Feb 20 163127 0000 2015|Handful Of States Continuing Health Enrollment Efforts For Some Consumers  http//khnews/1zTpmOa
568807463316807680,Fri Feb 20 162041 0000 2015|Did you get an Obamacare tax shock You have more time to get 2015 coverage to avoid the penalty next year http//khnews/1F3sKdN
568611717015572480,Fri Feb 20 032252 0000 2015|Need a (late) night laugh http//khnews/1vkGOzC
568476164056096768,Thu Feb 19 182413 0000 2015|In The Medicare Bonus Round The Winners Are…Small Specialty Hospitals http//khnews/1A9Y2Qw
565981734974812160,Thu Feb 12 211215 0000 2015|Thanks for joining us for our chat with tmjennings and JennyAGold of KHNews on BeingMortal You can read it here http//khnews/19ceN3r
565980632468443136,Thu Feb 12 210752 0000 2015|LIVE CHAT JennyAGold It takes going through the experience to know how important it is to think about and discuss it  BeingMortal
565979968459780097,Thu Feb 12 210514 0000 2015|LIVE CHAT Filmmaker TmJennings tells us how making BeingMortal impacted his own thinking about his mortality http//khnews/19ceN3r
565979345345585153,Thu Feb 12 210245 0000 2015|LIVE CHAT For more on the discussion on palliative care and endoflife issues read our stories here http//kaiserhealthnewsorg/towardabetterendpalliativecarehospiceandendoflife/ BeingMortal
565978551728762880,Thu Feb 12 205936 0000 2015|LIVE CHAT Having an advanced care directive can make a huge difference in endoflife planning http//khnews/19ceN3r BeingMortal
565977320939601921,Thu Feb 12 205443 0000 2015|LIVE CHAT What are the relative costs of palliative care vs extended curative treatments http//khnews/19ceN3r BeingMortal
565976056168185858,Thu Feb 12 204941 0000 2015|RT frontlinepbs LIVE CHAT What role should hope play in endoflife planning BeingMortal http//topbsorg/1IVtdVN
565975536674287616,Thu Feb 12 204737 0000 2015|LIVE CHAT A seriously ill patient can talk about their wishes for endoflife while pursuing treatment http//khnews/19ceN3r BeingMortal
565974698090323968,Thu Feb 12 204417 0000 2015|LIVE CHAT How docs reacted to being filmed having hard conversations with their patients about death http//khnews/19ceN3r BeingMortal
565972529941331968,Thu Feb 12 203541 0000 2015|LIVE CHAT Are our doctors being trained to have difficult endoflife discussions with patients http//khnews/19ceN3r BeingMortal
565971786660331521,Thu Feb 12 203243 0000 2015|RT amielu718 KHNews endoflife decisions should be treated as a treatment option BeingMortal
565970712343871488,Thu Feb 12 202827 0000 2015|LIVE CHAT How do doctors balance offering treatment vs talking about endoflife decisions http//khnews/19ceN3r BeingMortal
565969831883993088,Thu Feb 12 202457 0000 2015|LIVE CHAT What age do you think people should be encouraged to talk about endoflife planning http//khnews/19ceN3r BeingMortal
565969193552842752,Thu Feb 12 202225 0000 2015|LIVE CHAT BeingMortal filmmaker TmJennings on the participation of children in endoflife decision making http//khnews/19ceN3r
565967929469304833,Thu Feb 12 201724 0000 2015|LIVE CHAT  Heres a look inside the making of BeingMortal  http//wwwpbsorg/wgbh/pages/frontline/insidefrontline/asrealasitgetsinsidethemakingofbeingmortal/ 
565966711615414272,Thu Feb 12 201233 0000 2015|BeingMortal filmmaker tmjennings thinks we dont discuss death because were hardwired to not talk about it http//khnews/19ceN3r
565965924277448706,Thu Feb 12 200926 0000 2015|LIVE CHAT Guest wants to know why so many people are unable to talk about death http//khnews/19ceN3r BeingMortal
565964031446757376,Thu Feb 12 200154 0000 2015|Our BeingMortal chat with tmjennings and JennyAGold of KHNews has started Join us at to participate http//khnews/19ceN3r
565962664309178368,Thu Feb 12 195628 0000 2015|RT JennyAGold Chat about beingmortal is about to begin come on over http//kaiserhealthnewsorg/news/livechathowwouldyouspendyourfinaldays/
565959855782232065,Thu Feb 12 194519 0000 2015|Join our chat with Tmjennings &amp JennyAGold of KHNews on BeingMortal Send questions here http//khnews/19ceN3r http//pbstwimgcom/media/B9qxfTSCMAANfnUjpg
565953446877364225,Thu Feb 12 191951 0000 2015|RT JennyAGold Start asking your questions for our beingmortal livechat now It starts at 3pmET/12pmPT http//wwwpbsorg/wgbh/pages/frontline/healthsciencetechnology/beingmortal/howwouldyouspendyourlastdayslivechat3pmetonthursday212/
